content,score,Label,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label NB
"Saya baru saja bergabung, mudah caranya untuk mendaftar. Mudah²an cara mendapatkan pekerjaannya juga mudah.",5,positif,saya baru saja bergabung mudah caranya untuk mendaftar mudahan cara mendapatkan pekerjaannya juga mudah,bergabung mudah mendaftar mudahan pekerjaannya mudah,"['bergabung', 'mudah', 'mendaftar', 'mudahan', 'pekerjaannya', 'mudah']",gabung mudah daftar mudah kerja mudah,positif
Dulu aplikasi di HP bisa melihat jadwal interview atau wawancara. kalo skrg mah udah gabisa. tolong adakan lagi fitur seperti itu,4,positif,dulu aplikasi di hp bisa melihat jadwal interview atau wawancara kalo skrg mah udah gabisa tolong adakan lagi fitur seperti itu,aplikasi hp jadwal interview wawancara kalo skrg mah udah gabisa tolong adakan fitur,"['aplikasi', 'hp', 'jadwal', 'interview', 'wawancara', 'kalo', 'skrg', 'mah', 'udah', 'gabisa', 'tolong', 'adakan', 'fitur']",aplikasi hp jadwal interview wawancara kalo skrg mah udah gabisa tolong adakan fitur,negatif
"Mungkin jika pada menu profile ditambah tautan untuk sosial media dengan otomatisasi logo seperti github, LinkedIn & stack overflow akan lebih menarik, dikarenakan kolom informasi terlalu pendek untuk mengisi seluruh informasi tersebut.",4,positif,mungkin jika pada menu profile ditambah tautan untuk sosial media dengan otomatisasi logo seperti github linkedin  stack overflow akan lebih menarik dikarenakan kolom informasi terlalu pendek untuk mengisi seluruh informasi tersebut,menu profile ditambah tautan sosial media otomatisasi logo github linkedin stack overflow menarik kolom informasi pendek mengisi informasi,"['menu', 'profile', 'ditambah', 'tautan', 'sosial', 'media', 'otomatisasi', 'logo', 'github', 'linkedin', 'stack', 'overflow', 'menarik', 'kolom', 'informasi', 'pendek', 'mengisi', 'informasi']",menu profile tambah taut sosial media otomatisasi logo github linkedin stack overflow tarik kolom informasi pendek isi informasi,positif
Ada udah pernah dipanggil kerja lewat Aplikasi ini???,1,negatif,ada udah pernah dipanggil kerja lewat aplikasi ini,udah dipanggil kerja aplikasi,"['udah', 'dipanggil', 'kerja', 'aplikasi']",udah panggil kerja aplikasi,negatif
Ok,5,positif,ok,ok,['ok'],ok,positif
Baru tau data bisa bocor dan di jadikan modus buat pemula😂. Hati² sih awal di kasih lama² malah jadi modus kripto,1,negatif,baru tau data bisa bocor dan di jadikan modus buat pemula hati sih awal di kasih lama malah jadi modus kripto,tau data bocor jadikan modus pemula hati sih kasih modus kripto,"['tau', 'data', 'bocor', 'jadikan', 'modus', 'pemula', 'hati', 'sih', 'kasih', 'modus', 'kripto']",tau data bocor jadi modus mula hati sih kasih modus kripto,negatif
bagus untuk membantu mencari pekerjaan namun sudah 5 bulan melamar hasilnya kok lamaran di tutup terus 🤣🤣🤣,5,positif,bagus untuk membantu mencari pekerjaan namun sudah 5 bulan melamar hasilnya kok lamaran di tutup terus ,bagus membantu mencari pekerjaan 5 melamar hasilnya lamaran tutup,"['bagus', 'membantu', 'mencari', 'pekerjaan', '5', 'melamar', 'hasilnya', 'lamaran', 'tutup']",bagus bantu cari kerja 5 lamar hasil lamar tutup,positif
Jobstreet tempat yang tepat untuk profesional mencari lowongan kerja..,5,positif,jobstreet tempat yang tepat untuk profesional mencari lowongan kerja,jobstreet profesional mencari lowongan kerja,"['jobstreet', 'profesional', 'mencari', 'lowongan', 'kerja']",jobstreet profesional cari lowong kerja,positif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
Saya mau melamar pekerjaan tdk tolak di aplikasi Jobstreet.,1,negatif,saya mau melamar pekerjaan tdk tolak di aplikasi jobstreet,melamar pekerjaan tdk tolak aplikasi jobstreet,"['melamar', 'pekerjaan', 'tdk', 'tolak', 'aplikasi', 'jobstreet']",lamar kerja tdk tolak aplikasi jobstreet,negatif
Banyak penipu,1,negatif,banyak penipu,penipu,['penipu'],tipu,negatif
Semoga aja dapet kerja di apk ini 🤲,5,positif,semoga aja dapet kerja di apk ini ,semoga aja dapet kerja apk,"['semoga', 'aja', 'dapet', 'kerja', 'apk']",moga aja dapet kerja apk,positif
👍🏻👍🏻👍🏻👍🏻,5,positif,,,[],,positif
"Gimana ceritanyaa sih, gw baru download masa gada lowongan!? YANG BENER AJE",1,negatif,gimana ceritanyaa sih gw baru download masa gada lowongan yang bener aje,gimana ceritanyaa sih gw download gada lowongan bener aje,"['gimana', 'ceritanyaa', 'sih', 'gw', 'download', 'gada', 'lowongan', 'bener', 'aje']",gimana ceritanyaa sih gw download gada lowong bener aje,negatif
"Sangat baik, sangat membantu dalam mendapatkan pekerjaan",5,positif,sangat baik sangat membantu dalam mendapatkan pekerjaan,membantu pekerjaan,"['membantu', 'pekerjaan']",bantu kerja,positif
Sangat bagus,2,negatif,sangat bagus,bagus,['bagus'],bagus,positif
"Apk membantu mempermudah untuk menemukan pekerjaan, sangat rekomendasi",5,positif,apk membantu mempermudah untuk menemukan pekerjaan sangat rekomendasi,apk membantu mempermudah menemukan pekerjaan rekomendasi,"['apk', 'membantu', 'mempermudah', 'menemukan', 'pekerjaan', 'rekomendasi']",apk bantu mudah temu kerja rekomendasi,positif
Siapa tau dpt kerjaan yg sesuai,5,positif,siapa tau dpt kerjaan yg sesuai,tau dpt kerjaan yg sesuai,"['tau', 'dpt', 'kerjaan', 'yg', 'sesuai']",tau dpt kerja yg sesuai,positif
sekarang klo apply malah otomatis ke link gak jelas,1,negatif,sekarang klo apply malah otomatis ke link gak jelas,klo apply otomatis link gak,"['klo', 'apply', 'otomatis', 'link', 'gak']",klo apply otomatis link gak,negatif
Makin ribet!,2,negatif,makin ribet,ribet,['ribet'],ribet,negatif
Semoga terus kredible dan lowongan benar2 lowonga bukan hoax atau penipuan,5,positif,semoga terus kredible dan lowongan benar2 lowonga bukan hoax atau penipuan,semoga kredible lowongan benar2 lowonga hoax penipuan,"['semoga', 'kredible', 'lowongan', 'benar2', 'lowonga', 'hoax', 'penipuan']",moga kredible lowong benar2 lowonga hoax tipu,negatif
HRD & GA Supervisor,5,positif,hrd  ga supervisor,hrd ga supervisor,"['hrd', 'ga', 'supervisor']",hrd ga supervisor,negatif
"MASIH BAGUS SEBELUM DI UPDATE. KEKURANGAN SETELAH DI UPDATE: 1. UI APLIKASI BAIK DI PC (LAPTOP) ATAU DI HP JELEK. TIDAK ADA RANGE SALARY LG, TERUS HARUS LAMPIRKAN SURAT LAMARAN, SEDANGKAN DULU CUKUP CV SAJA. 2. PROSES LAMARAN DILIHAT PERUSAHAAN / TIDAK LOLOS TIDAK MENARIK. 3. SAAT CARI LOWONGAN KERJA TIDAK TERLIHAT RANGE GAJI. JADI KITA TIDAK TAHU APA ITU SESUAI GAJI YG KITA HARAPKAN ATAU TIDAK. APLIKASI SEKARANG KURANG TRANSPARAN LEBIH KE PRIVASI SEMUA GITU !!!!!",1,negatif,masih bagus sebelum di update kekurangan setelah di update 1 ui aplikasi baik di pc laptop atau di hp jelek tidak ada range salary lg terus harus lampirkan surat lamaran sedangkan dulu cukup cv saja 2 proses lamaran dilihat perusahaan  tidak lolos tidak menarik 3 saat cari lowongan kerja tidak terlihat range gaji jadi kita tidak tahu apa itu sesuai gaji yg kita harapkan atau tidak aplikasi sekarang kurang transparan lebih ke privasi semua gitu ,bagus update kekurangan update 1 ui aplikasi pc laptop hp jelek range salary lg lampirkan surat lamaran cv 2 proses lamaran perusahaan lolos menarik 3 cari lowongan kerja range gaji sesuai gaji yg harapkan aplikasi transparan privasi gitu,"['bagus', 'update', 'kekurangan', 'update', '1', 'ui', 'aplikasi', 'pc', 'laptop', 'hp', 'jelek', 'range', 'salary', 'lg', 'lampirkan', 'surat', 'lamaran', 'cv', '2', 'proses', 'lamaran', 'perusahaan', 'lolos', 'menarik', '3', 'cari', 'lowongan', 'kerja', 'range', 'gaji', 'sesuai', 'gaji', 'yg', 'harapkan', 'aplikasi', 'transparan', 'privasi', 'gitu']",bagus update kurang update 1 ui aplikasi pc laptop hp jelek range salary lg lampir surat lamar cv 2 proses lamar usaha lolos tarik 3 cari lowong kerja range gaji sesuai gaji yg harap aplikasi transparan privasi gitu,negatif
Saya suka sekali,5,positif,saya suka sekali,suka,['suka'],suka,positif
Bagus cuma saya ini sdh 69thn.apa bisa?,5,positif,bagus cuma saya ini sdh 69thnapa bisa,bagus sdh 69thnapa,"['bagus', 'sdh', '69thnapa']",bagus sdh 69thnapa,positif
Good jobs,5,positif,good jobs,good jobs,"['good', 'jobs']",good jobs,positif
Good,5,positif,good,good,['good'],good,positif
Mantap,5,positif,mantap,mantap,['mantap'],mantap,positif
"Banyak info loker ga jelas, dapet panggilan interview padahal ga pernah lamar di perusahaan tersebut pas di cek nama perusahaannya di maps dan google ga nemu",2,negatif,banyak info loker ga jelas dapet panggilan interview padahal ga pernah lamar di perusahaan tersebut pas di cek nama perusahaannya di maps dan google ga nemu,info loker ga dapet panggilan interview ga lamar perusahaan pas cek nama perusahaannya maps google ga nemu,"['info', 'loker', 'ga', 'dapet', 'panggilan', 'interview', 'ga', 'lamar', 'perusahaan', 'pas', 'cek', 'nama', 'perusahaannya', 'maps', 'google', 'ga', 'nemu']",info loker ga dapet panggil interview ga lamar usaha pas cek nama usaha maps google ga nemu,negatif
Sangat membantu walaupun belum dapat kerja.,5,positif,sangat membantu walaupun belum dapat kerja,membantu kerja,"['membantu', 'kerja']",bantu kerja,positif
Applikasi tidak bermutu. Aplikasi bapuk,1,negatif,applikasi tidak bermutu aplikasi bapuk,applikasi bermutu aplikasi bapuk,"['applikasi', 'bermutu', 'aplikasi', 'bapuk']",applikasi mutu aplikasi bapuk,positif
yang mau apply kyenya yang sudah punya pengalaman kerja di perusahaan..😥,1,negatif,yang mau apply kyenya yang sudah punya pengalaman kerja di perusahaan,apply kyenya pengalaman kerja perusahaan,"['apply', 'kyenya', 'pengalaman', 'kerja', 'perusahaan']",apply kyenya alam kerja usaha,positif
aplikasi ini sangat membantu,4,positif,aplikasi ini sangat membantu,aplikasi membantu,"['aplikasi', 'membantu']",aplikasi bantu,positif
"Aplikasi job seeker yang sangat telat update loker. Saya dapet notifikasi email loker baru. Setelah di cek, ternyata lokernya sudah 10hari yang lalu, 3 hari, 14 hari dan selalu sudah berhari-hari. Padahal saya selalu cek info loker setiap hari Gimana saya bisa dapat pekerjaan melalui aplikasi ini. Sangat tidak berguna notifikasi update loker nya.",1,negatif,aplikasi job seeker yang sangat telat update loker saya dapet notifikasi email loker baru setelah di cek ternyata lokernya sudah 10hari yang lalu 3 hari 14 hari dan selalu sudah berharihari padahal saya selalu cek info loker setiap hari gimana saya bisa dapat pekerjaan melalui aplikasi ini sangat tidak berguna notifikasi update loker nya,aplikasi job seeker telat update loker dapet notifikasi email loker cek lokernya 10hari 3 14 berharihari cek info loker gimana pekerjaan aplikasi berguna notifikasi update loker nya,"['aplikasi', 'job', 'seeker', 'telat', 'update', 'loker', 'dapet', 'notifikasi', 'email', 'loker', 'cek', 'lokernya', '10hari', '3', '14', 'berharihari', 'cek', 'info', 'loker', 'gimana', 'pekerjaan', 'aplikasi', 'berguna', 'notifikasi', 'update', 'loker', 'nya']",aplikasi job seeker telat update loker dapet notifikasi email loker cek lokernya 10hari 3 14 berharihari cek info loker gimana kerja aplikasi guna notifikasi update loker nya,negatif
"Gk pernah dapat kerja dari sini, tapi update mulu + lemot aplikasi nya",1,negatif,gk pernah dapat kerja dari sini tapi update mulu  lemot aplikasi nya,gk kerja update mulu lemot aplikasi nya,"['gk', 'kerja', 'update', 'mulu', 'lemot', 'aplikasi', 'nya']",gk kerja update mulu lot aplikasi nya,negatif
Ok,5,positif,ok,ok,['ok'],ok,positif
Mantaf kerens utk info loker berqualitas,5,positif,mantaf kerens utk info loker berqualitas,mantaf kerens utk info loker berqualitas,"['mantaf', 'kerens', 'utk', 'info', 'loker', 'berqualitas']",mantaf kerens utk info loker berqualitas,positif
"Saya kecewa dengan apk jobstreet sekarang tidak terpercaya seperti yang dulu. Contohnya saya apply untuk part time di bioskop cgv poins, tapi Saya malah di WA entah dari pihak mana menjadi tiktok affiliate yang pekerjaannya online ngelike in postingan orang (tidak sesuai balasannya dengan job yang saya apply). Itu hanya satu contoh, pokoknya setiap saya apply, nanti ada WA mirip2 seperti itu terus. Sangat tidak berguna balasannya.",1,negatif,saya kecewa dengan apk jobstreet sekarang tidak terpercaya seperti yang dulu contohnya saya apply untuk part time di bioskop cgv poins tapi saya malah di wa entah dari pihak mana menjadi tiktok affiliate yang pekerjaannya online ngelike in postingan orang tidak sesuai balasannya dengan job yang saya apply itu hanya satu contoh pokoknya setiap saya apply nanti ada wa mirip2 seperti itu terus sangat tidak berguna balasannya,kecewa apk jobstreet terpercaya contohnya apply part time bioskop cgv poins wa tiktok affiliate pekerjaannya online ngelike in postingan orang sesuai balasannya job apply contoh pokoknya apply wa mirip2 berguna balasannya,"['kecewa', 'apk', 'jobstreet', 'terpercaya', 'contohnya', 'apply', 'part', 'time', 'bioskop', 'cgv', 'poins', 'wa', 'tiktok', 'affiliate', 'pekerjaannya', 'online', 'ngelike', 'in', 'postingan', 'orang', 'sesuai', 'balasannya', 'job', 'apply', 'contoh', 'pokoknya', 'apply', 'wa', 'mirip2', 'berguna', 'balasannya']",kecewa apk jobstreet percaya contoh apply part time bioskop cgv poins wa tiktok affiliate kerja online ngelike in postingan orang sesuai balas job apply contoh pokok apply wa mirip2 guna balas,negatif
Saya pengguna sejak tahun 2015. Info loker banyak.aplikasi sangat membantu sekali.tapi masih ada info loker yang tidak ada nama perusahaan atau di rahasiakan ini bisa menjadi indikasi negatif.,5,positif,saya pengguna sejak tahun 2015 info loker banyakaplikasi sangat membantu sekalitapi masih ada info loker yang tidak ada nama perusahaan atau di rahasiakan ini bisa menjadi indikasi negatif,pengguna 2015 info loker banyakaplikasi membantu sekalitapi info loker nama perusahaan rahasiakan indikasi negatif,"['pengguna', '2015', 'info', 'loker', 'banyakaplikasi', 'membantu', 'sekalitapi', 'info', 'loker', 'nama', 'perusahaan', 'rahasiakan', 'indikasi', 'negatif']",guna 2015 info loker banyakaplikasi bantu sekalitapi info loker nama usaha rahasia indikasi negatif,positif
Banyak banget spam link dari aplikasi lain saat klik melamar... Ini aplikasi cari kerja atau aplikasi iklan untuk aplikasi lain? Dan kebanyakan lowongan di apk lain itu hoax. Gak ada perubahan.......,1,negatif,banyak banget spam link dari aplikasi lain saat klik melamar ini aplikasi cari kerja atau aplikasi iklan untuk aplikasi lain dan kebanyakan lowongan di apk lain itu hoax gak ada perubahan,banget spam link aplikasi klik melamar aplikasi cari kerja aplikasi iklan aplikasi kebanyakan lowongan apk hoax gak perubahan,"['banget', 'spam', 'link', 'aplikasi', 'klik', 'melamar', 'aplikasi', 'cari', 'kerja', 'aplikasi', 'iklan', 'aplikasi', 'kebanyakan', 'lowongan', 'apk', 'hoax', 'gak', 'perubahan']",banget spam link aplikasi klik lamar aplikasi cari kerja aplikasi iklan aplikasi banyak lowong apk hoax gak ubah,negatif
Sangat membantu.,4,positif,sangat membantu,membantu,['membantu'],bantu,positif
Banyak notifikasinya anjirr,1,negatif,banyak notifikasinya anjirr,notifikasinya anjirr,"['notifikasinya', 'anjirr']",notifikasi anjirr,positif
Baru coba langsung kasih bintang 5,5,positif,baru coba langsung kasih bintang 5,coba langsung kasih bintang 5,"['coba', 'langsung', 'kasih', 'bintang', '5']",coba langsung kasih bintang 5,negatif
"Terimakasih jobstreet,disini saya menemukan pekerjaan yg terbaik👍👍",5,positif,terimakasih jobstreetdisini saya menemukan pekerjaan yg terbaik,terimakasih jobstreetdisini menemukan pekerjaan yg terbaik,"['terimakasih', 'jobstreetdisini', 'menemukan', 'pekerjaan', 'yg', 'terbaik']",terimakasih jobstreetdisini temu kerja yg baik,positif
"Jg prnah pakai apk ini lgi saya prnah mngalami kjadian pnipuan prtama kali sy ngrantau bnyk pabrik/PT, stelah ke pnggil interview didaerah jaktim, sy pakai grab kata abang grabny ini di google gk ada PT yg mau mngadakn interview dalam pikiran sy udh ga enak brhentilah di pom bensin tnya"" bnr di sini ga ada PT stelah itu jalan aj tuh ssuai titik lokasi, habis turun dri grab tiba"" ad sorg laki"" yg nyuruh masuk lakukn interview ky mksa banget, mulai interview ditnya"" eh minta duit,fiks pnipuan",1,negatif,jg prnah pakai apk ini lgi saya prnah mngalami kjadian pnipuan prtama kali sy ngrantau bnyk pabrikpt stelah ke pnggil interview didaerah jaktim sy pakai grab kata abang grabny ini di google gk ada pt yg mau mngadakn interview dalam pikiran sy udh ga enak brhentilah di pom bensin tnya bnr di sini ga ada pt stelah itu jalan aj tuh ssuai titik lokasi habis turun dri grab tiba ad sorg laki yg nyuruh masuk lakukn interview ky mksa banget mulai interview ditnya eh minta duitfiks pnipuan,jg prnah pakai apk lgi prnah mngalami kjadian pnipuan prtama kali sy ngrantau bnyk pabrikpt stelah pnggil interview didaerah jaktim sy pakai grab abang grabny google gk pt yg mngadakn interview pikiran sy udh ga enak brhentilah pom bensin tnya bnr ga pt stelah jalan aj tuh ssuai titik lokasi habis turun dri grab ad sorg laki yg nyuruh masuk lakukn interview ky mksa banget interview ditnya eh duitfiks pnipuan,"['jg', 'prnah', 'pakai', 'apk', 'lgi', 'prnah', 'mngalami', 'kjadian', 'pnipuan', 'prtama', 'kali', 'sy', 'ngrantau', 'bnyk', 'pabrikpt', 'stelah', 'pnggil', 'interview', 'didaerah', 'jaktim', 'sy', 'pakai', 'grab', 'abang', 'grabny', 'google', 'gk', 'pt', 'yg', 'mngadakn', 'interview', 'pikiran', 'sy', 'udh', 'ga', 'enak', 'brhentilah', 'pom', 'bensin', 'tnya', 'bnr', 'ga', 'pt', 'stelah', 'jalan', 'aj', 'tuh', 'ssuai', 'titik', 'lokasi', 'habis', 'turun', 'dri', 'grab', 'ad', 'sorg', 'laki', 'yg', 'nyuruh', 'masuk', 'lakukn', 'interview', 'ky', 'mksa', 'banget', 'interview', 'ditnya', 'eh', 'duitfiks', 'pnipuan']",jg prnah pakai apk lgi prnah mngalami kjadian pnipuan prtama kali sy ngrantau bnyk pabrikpt stelah pnggil interview daerah jaktim sy pakai grab abang grabny google gk pt yg mngadakn interview pikir sy udh ga enak brhentilah pom bensin tnya bnr ga pt stelah jalan aj tuh ssuai titik lokasi habis turun dri grab ad sorg laki yg nyuruh masuk lakukn interview ky mksa banget interview ditnya eh duitfiks pnipuan,negatif
