content,score,Label
"Untuk lihat detail pekerjaan lamaaa banget munculnya, walaupun ada pengaruh dari koneksi internet dan HP, tapi aplikasi sebelum tidak lama seperti ini.",4,positif
"Isinya penipuan dan loker kadaluarsa, asu lah ni apk",1,negatif
Harusnya perusahaan yg sudah tidak menyalurkan pekerjaan dihapus posting nya. Percuma naro kalo lamaran ditutup! Anehh nih aplikasi,1,negatif
Update tidak lengkap dan pencarian lebih sedikit,1,negatif
Mempermudah kita mncari kerja,5,positif
Bagus sudah beberapa bulan pakai apk ini cukup bagus,5,positif
Bagus sangat membantu cari pekerjaan,5,positif
Tambah gk jls jelas2 udah daptar pakay email yg sama malah tetap gk bisa. Masuk bukanya di apdet tambah benar tambah kacau ini aplikasi,1,negatif
"Banyak apply lamaran dari apk ini tapi zonk, dilihat rekruter aja engga, nanti kalo udah lama lamaran ditutup kedaluarsa.",2,negatif
Susah untuk upload resume gak bisa²,1,negatif
Ribet mau ngelamar aja harus dialihkan ke aplikasi lain,1,negatif
Sangat kecewa dalam bahasa perusahaan nya sayang ngga ngerti bahasa nya,1,negatif
App ini membantu saya mendapat kan pekerjaan,5,positif
"Info loker disini Kebanyakan hoax nya interview di ruko ujung ujung nya minta uang duluan ,blom dpt kerja udah ngeluarin uang",1,negatif
Sudah lamar di jobstreet tapi hanya dapat notif dilihat perusahaan tapi tidak ada panggilan interview.,1,negatif
Memudahkan pencarian kerja,5,positif
"Saya sudah lama pakai ini aplikasi, setelah di perbarui malah tidak bisa login di aplikasi....",1,negatif
Ok banget,5,positif
Semoga Saya dapat kerja pakai apk ini Good job💯,5,positif
Upload berkas jadi susah sudah beberapaa kali coba di lain waktu tetep aja gk ke upload upload jadi lelet bangett Bukannya bagus malah jelek aplikasinya Mohon untuk ditingkat kan lagi terimakasih,1,negatif
Sangat bermanfaat bagi setiap orang,5,positif
"👌 mudah d pahami cman sdkit perubahan,",5,positif
"Payah semenjak update perubahan nya terlalu parah. Apakah jobstreet bangkrut sehingga aplikasi bukannya tambah lebih baik malah makin buruh. Tidak bisa lihat perkembangan cv yang dilamar apakah diterima atau tidak. Tidak bisa milih lokasi dari beberapa wilayah, 1 wilayah pun suka kecampur wilayah lain. Mohon pecat aja yang buat update aplikasi ini, sungguh sampah orang itu.",1,negatif
Diupdate malah ga bisa kebuka nih aplikasinya..parah nih aplikasi jobstreet yang baru payah ratusan lamaran gada yang dijawab hanya kadaluarsa atau tutup ngapain lu pajang jobstreet sampah.. ubah yang kaya dulu aja sebelum jadi by seek..lebih gampang..,1,negatif
"Tolong di kembalikan seperti tampilan ssbelumnya saja , yang sekarang benar2 menyusahkan, tolong di dengarkan para pengguna. Setelah di update juga selalu lowongannya kadaluarsa",1,negatif
Ok bgt,5,positif
"Banyak perusahaan yang masih open untuk perekrutan, tapi setelah dikirim lamaran malahan dapat balasan bahwa sudah kadaluarsa dan tidak menerima rekrutan",2,negatif
Baik,5,positif
"Yg versi baru ini gimna sih mau sign in gabisa Mulu,cape banget udah berkali kali coba gabisa masuk padahal email sama password sudah benar ,minta tolong di perbaiki",1,negatif
Wc dari satu,5,positif
"Banyak yang di-apply, tapi masih zonk aja. Selalu dapat Email jawabannya lamaran kerja sudah tutup atau kadaluarsa. Tolong dong segera diperbaiki, kita juga tau kalo Indonesia sangat susah menerima atau melamar pekerjaan yang terkadang persyaratannya diluar nalar",1,negatif
"G jelas, uraj coba ngelamar, tiba2 lowongan kerja sudah kadaluwarsa. Segitunya nyari reting",1,negatif
Buset ini apk apaan buat kirim lamaran aja susah bgt ada aja yg kurang nyesel gw download ini aplikasi,1,negatif
Support,5,positif
Setelah tampilan baru perasaan nambah sudah dpt panggilan kerja.mending balik balik ke tampilan awal,1,negatif
Update terbaru!,1,negatif
"Lebih baik tampilan sebelum nya, semenjak update terbaru, Untuk posisi, jenis pekerjaan, lokasi hanya di perbolehkan 1 pilihan saja, sementara sebelum nya kita bisa pilih 2, 3 atau lebih",1,negatif
Mantap,5,positif
"Kenapa sya buka apk jobstreet selalu hilang n hape saya lansung mati, koq bisa gtu yaa, padahal sudah d update koq bs hilang gtu...",1,negatif
Good,5,positif
"Untuk admin, jika memang banyak lokernya sudah tutup, tolong kepada admin untuk tidak ditampilkan lagi",5,positif
good,5,positif
"Dimohon kepada admin.Untuk Informasi mengenai penerimaan pegawai perusahaan yang tanggalnya sudah kadaluarsa untuk tidak ditampilkan kembali,agar mempermudah bagi para pencari pekerjaan.Sekian dan terimakasih sebelumnya.",5,positif
"Jobstreet setelah di komplain cepat tanggap. Sudah bagus lagi, moga hoki dapat kerja disini",5,positif
"Abis di update bukannya ada peningkatan malah makin susah cari loker, banyak perusahaan bodong yang cari pelamar disini. better sebelum update, TUTUP AJALAH JOBSTREET!!!",1,negatif
Apakah memang terhubung dengan jobstreet express ya?,4,positif
Saya mencari pekerjaan sebagai driver operational,5,positif
Udah ada ratusan kali apply dan gonta ganti cv sebagus mungkin tetap aja gaada satupun yg di panggil dari aplikasi ini,1,negatif
"Makin kesini bukannya makin cakep, malah makin dekil.. (gambaran)",1,negatif
7⁶77⅞6,2,negatif
Gak jelas bentar bentar update bentar bentar update,1,negatif
Nice information sangat membantu para pencari kerja,5,positif
Xiaomi redmi 12 tidak bisa login Loading terus Can not log in,1,negatif
Abis diupgrade malah kosong semua gak enak lebih baik kembali kemodel lama saja tambah menyebalkan dengan model baru,1,negatif
Good,5,positif
Mantap dah sangat membantu,5,positif
"Melamar tp tdk pernah ada panggilan, jelas gk sieh lowongan kerja nya?",1,negatif
Tampilan yang sekarang malah bikin susah mau update resume aja kagak bisa harus nya kek dulu lagi aja update resume gampang sekarang mah susah karena pilihan wps nya,1,negatif
"mantap, Aplikasi yang sangat membantu untuk kehidupan mencari pekerjaan 💖.",5,positif
susah bingit sekarang nie jobstreet udah ganti yang baru malah susah masuk nya haduh coba di perbaiki lgi terima kasih,5,positif
READY TO WORK,5,positif
"Pembaharuan kok jadi ribet, lebih bagus yang sebelumnya",1,negatif
"bagusan dan mudah sebelum upgrade mudah dalam pencarian perusahaan dan setelah dilhat oleh perusahaan malah gak ada kelanjutannya malah berubah status jadi kemungkinan lmaranmu tidak dilanjut, biasanya tampilan dulu setelah lamaran perusahaan dilhat kemungkinan bakalan dipanggil saya sering dipanggil untuk interview... kalo mau buat kemmajuan aplikasi buatlah tampilan inbox langsung di aplikasi jadi perusahaan bisa inbox plamar lwat aplikasi..",1,negatif
Ngelamar dimari malah dioper ke aplikasi lain. Nyusahin amat,1,negatif
"Bagus, membantu mencari kerja. Tp programnya untuk proses melamar malah ribet. Simpel yg dulu",4,positif
jobstreet sekarang dalam merekrut karyawan sangat lamban padahal aplikasi yang lama sebelum update itu banyak sekali panggilan,2,negatif
Setiap saya melamar di joobstreet ada aja yang WA saya untuk lowongan pekerjaan alamat intervew sama dengan alamat kantor lain yang WA saya. Dengan nama PT yg berbeda..... Ada oknum nih di sini yg jual data orang.,1,negatif
Setelah di update tidak bisa melihat riwayat lamaran sebelumnya(hanya ada beberapa riwayat saja) jadi susah kalau ada panggilan interview di riwayat lamaran(riwayat yang lama2 tidak bisa dilihat sedangkan panggilan interview banyak dari lamaran yang sudah lama2) tidak bisa dilihat. Dan semenjak di update juga penjelasan tentang perusahaan yg mau dilamar tidak sedetail yang dulu. Kalau bisa mohon segera diganti seperti tampilan yg dulu 🙏,1,negatif
"jelek dan membingungkan tampilan barunya, lebih bagus dan baik versi yang sebelumnya",1,negatif
Menurut ku tampilan buat mengisi data diri terlalu sulit jadi sukar untuk di pahami,1,negatif
Setelah di up grade malah membingungkan dan sangat lemot saat di gunakan di HP lebih bagus tampilan yg terdahulu lebih simpel dan mudah membacanya,1,negatif
Lumayan bagus buat cari pekerjaan.,5,positif
"Overall bagus, jdi simple.. Tapi banyak perubahan yang dihilangkan.. Contohnya info perusahaan yang membuka loker,",4,positif
"Mantap, membantu pencarian kerja",5,positif
"Woy Baca!!!. Jobstreet skrng agak ribet dan parah kaga bisa ngirim( Unggah CV), tidak seperti dulu. Ini saya ngelamar bagaimana lama bener.",1,negatif
Mantap,5,positif
"Sebelum update sangat bagus, setelah update malah jadi sampah.",1,negatif
"Suliitttttt buat login, email password sudah sesuai padahal, loading lamaaaaaa bangetttt, please lah diperbaiki segera",1,negatif
Sangat jelek..bagus yg lama sebelum di perbaharui..langsung uninstal,1,negatif
"makin susah nyari kerja disini, dari 2022 gak pernah dapet panggilan dari aplikasi ini tau"" lamaran udah di tutup perusahaannya juga pilih"" wkwkwkwk",1,negatif
"Construction Superintendent. Steel Structure, Civil Construction and Fabrication / Erection Steel Structure",5,positif
Apakah pernah ada panggilan kerja dari aplikasi ini? Sangat bnyak loker tp blum ada yg nyangkut apakah cuma saya yg kurang kualifikasi atau memang smua.a sama?,4,positif
"Bagus model yang sebelumnya, setelah di upgrade aplikasinya malah tampilan jadi gak bagus menyusahkan . Dari filter lokasi kerja, detail perusahaan, itu semua malah tidak ada . Baiknya balik ke model sebelumnya saja. Model lama itu lebih bagus dan mendetail dibandingkan yang sekarang tidak bagus tampilannya.",1,negatif
"Aneh apk ini dari berapa lowongan gak ada satu aja yg diterima sebenarnya ini apk untuk lowongan kerja apa pajangan iklan saja, setia kirim lamaran, gak ada balasan untuk lowongan tsb, gak Bermutu dak bermanfaat,",5,positif
Mohon untuk pemilik aplikasi. Banyak yg tertipu mengatasnamakan aplikasi ini kak dan banyak foto foto profil di aplikasi di salah gunakan di atas namakan oleh oknum tidak bertanggung jawab kak mohon di bantu keamanan para pencari kerja terimaksih,1,negatif
"Dapet kerjaan dari aplikasi jobstreet, emang aplikasi paling recommend dibanding aplikasi2 pencari kerja yg lain. Thanks jobstreet",5,positif
Good,5,positif
"Pembaruan sampah, buka ke menu aja lama bgt. Habis itu unggah resume atau cv aja loading terus",1,negatif
"Keamanannya ditingkatkan lagi dong. Masa sering bgt ada yg nawarin kerjaan online, mana nipu pula dan katanya dapat database dari jobstreet. Parah sih datanya disalahgunakan.",1,negatif
Good job,5,positif
Ok,5,positif
Sngt membantu ⭐⭐,5,positif
"Aplikasi yg baru ini parah, sangat parah, searching lowongan pakai keyword, yg muncul dr atas gak relevan sama keyword. Ditambah lagi tidak bisa melihat range gaji atau around expected salary, akhirnya apply ke perusahaan sprti memilih kucing dalam karung. Pihak perusahaan pun mungkin gerah, ini expected salary ny tinggi tapi melamar di tempat yg offering salary ny rendah. Kembalikan mode jobstreet yg dlu",1,negatif
Very Good,5,positif
"Jonstreet sekang tidak jelas, aplikasi koq lari nya ke web",1,negatif
Alhamdulillah aman dengan adanya aplikasi ini saya dengan mudah mendapatkan pekerjaan,2,negatif
Habis update bukan makin baik malah jadi susah masuknya reset password sampai 4 kali dan tidak bisa masuk 🤬🤬🤬 balikan ke versi lama woi....,1,negatif
isinya banyak loker penipuan.,1,negatif
"Program baru ini ribet, dan hasil pencariannya tidak lebih baik dari program yang lama",1,negatif
"Jadi aneh skrng aplikasinya, gabisa buat login. Coba email kendala ke CS ttp aja gabisa login... Turun drastis dari segi kualitas",1,negatif
"Udah 1 tahun yang lalu sejak tau apk ini terbyata abal abal yahh,smoga berkah",1,negatif
Better information,5,positif
"Diperbaharui bukannya mempermudah, tapi malah dipersulit Semangat untuk tim mempengaruhi aplikasi nya menjadi lebih baik lagi",1,negatif
"Dari awal punya akun sampe sekarang juga gak ada panggilan yang jelas dari perusahaan yang sudah kita lamar, apa semua hanya formalitas ? Atau bagaimana ? Aplikasi lama lama engga jelas sama sekali",1,negatif
Ribet....,2,negatif
Mantap,5,positif
Hadeuh.. gmna seh ini jobstreet data saya tersebar di pihak ketiga.. setelah lama saya pakai jobstreet.. baru kali ini data saya disalah gunakan... Udh gak safety lagi ini.,1,negatif
"Apk ini saya baru percobaan, sangat membantu sih, tapi KEKURANGAN DARI APLIKASI ini. 1.Lowongan tak ada pilihan tampilan beranda untuk lowongan umum(tampilan semua lowongan). 2.tak ada notifikasi jika ada lowongan terbaru. 3.lowongan yang di simpan tidak bisa banyak. 4.tak ada setingan notifikasi Icon tombol setingan ternyata bukan untuk setingan tapi informasi keterangan saja. Moga bisa di perbaharui lagi dengan baik dan nyaman dalam penggunaan 5.lokasi lowongan tidak ada kota hanya propinsi",4,positif
sangat membantu sekali,5,positif
Info LOWONGAN KERJANYA FIKTIF TIDAK SESUAI DAN TIDAK ADA RECRUITMENT. SEDANGKAN DARI PIHAK JB TIDAK KONFIRMASI DENGAN PERUSAHAAN TERSEBUT.JANGAN DI DOWNLOAD.,1,negatif
"Aplikasi ya tidak bisa login di mobile padahal di web ya bisa ,aneh ,,masih ada bug , mohon untuk di lakukan unit testing dari QA engineer ya, menyedihkan",1,negatif
"Setelah ada pembaruan bukanya makin bagus malah makin ribet dan gk efektif,",1,negatif
"Update malah jadi ribet. Login yang biasa langsung di aplikasi kok sekarang mesti dialihkan ke Chrome, mana gak kebuka sama sekali tautannya.",1,negatif
Sejak pembaharuan jadi jelek banget,1,negatif
Mantaap...,5,positif
"Jelek banget,setelah di update Antar mukanya membingungkan Malah harus buka lewat google chrome👎👎👎👎👎",1,negatif
"Aplikasi dipersulit, dan untuk daerah pontianak masih mengadopsi referensi orang terdekat buat lowongan kerja, walaupun ada dishare lowker dr jobstreet itu hanya sebatas formalitas dr perusahaan tersebut.!!! But untuk jkrt dan sekitarnya masih relevan untuk menggunakan aplikasi ini!",1,negatif
Bermanfaat,5,positif
Tolong di permudah agar saya dapat pekerjaan baru.,5,positif
Sangat membantu,5,positif
Membantu orang untuk mendapatkan pekerjaan,5,positif
"Dulu sebelum di update masih terdapat jam dan hari kerja. Skrg tambah ribet, dan malah dikurangi. Segera perbaiki, fitur yang lama jangan di hapus, tp dioptimalkan",1,negatif
"Aplikasi paling useless , kalau lowonganya udah kadaluarwa ngapain masih di rekomendasikan , aneh bgt",1,negatif
"Banyak lowongan yg udah kadaluarsa wkwkwk.... kirain update, dapet email lowongan sudah tutup,tp masih aja muncul 😂",1,negatif
broken.. klo loker sudah ditutup ya di hapus dalam postingannya. lawak bener,1,negatif
"Panggilan kerja diruko terus ,penipuan",1,negatif
Sangat berguna,5,positif
"Orang dalem, susah !!!",1,negatif
User interface yang tidak ramah dengan user,1,negatif
Banyak loker palsu.,5,positif
Parah yg terbaru bukan mempermudah malah sulit. Klik mau lamar masik klik bolak balik masukin email lg. Update trus habis di update malah tambah syulit bu. Ini aplikasi nya sengaja x agar tidak laku lagi dan tdk di gunakan org² lagi😅🤦,1,negatif
Baik,5,positif
"Updatenya sampah, loading sangat lama, searching pun lama, fix uninstall aplikasi ini",1,negatif
Kenapa aplikasinya dalam seminggu bisa update berkali kali ya. Dan di aplikasi ini tidak di tentukan wkt tutupnya lowongan pekerjaan tersebut.,1,negatif
nice,5,positif
Semoga MUDAH dalam Mencari kerja Kawan. Jauhkan diri Dari kata - kata tsb ; #OrangDalem #Bawaan #KerjaBerbayar #GoodJobs,4,positif
Minta diupdate mulu malah jelek lg tampilannya bikin ribet,1,negatif
"Setelah ada pembaharuan by seek, kok jadi ga bisa login. Muter terus",1,negatif
"Dapat undangan interview fiktif. Lagi"" interview di ruko dan di mintai uang",1,negatif
Bagus sangat membantu,5,positif
Sampai skrg blum dapat panggilan kerja 😥,2,negatif
Saya pengguna baru tapi kenapa tidak ada pilihan unggah foto?,2,negatif
Makin buruk. Merasa loker makin tdk update ekposure pelamar tdk bagus,1,negatif
"malah tak bisa login, error terus",1,negatif
"APLIKASI GA BERGUNA ,JANGAN DI DOWNLOAD !!!!! APPLY LAMARAN GA PERNAH DI PANGGIL INTERVIEW ,YG ADA NUNGGU LOWONGAN NYA DITUTUP ATAU GA DILANJUTKAN",1,negatif
The best,5,positif
baguhs,5,positif
"Dataku hilang, Sialan nih tim pembaruan jobstreet, buat susah aja",1,negatif
"entah CV nya kurang menarik atau bagaimana, tapi ngelamar lewat jobstreet bagi saya sih kaya nggak ada harapan, cuma buang² waktu dan menuh²in email pemberitahuan setiap hari",1,negatif
Aplikasi gg..ga pernah ada pangilan di sini.yang lamaran anda sudah kadaluarsa. ..,1,negatif
Bagus,5,positif
Sampah...,1,negatif
Staf produksi PT pos dan PT kelapa sawit,5,positif
"sangat terlambat memberikan info loker, kadang2 sudah 1 minggu lokernya bahkan lebih dari 1 minggu baru ada iklanya. terimakasih",2,negatif
Diupdate malah suruh login lagi parah,1,negatif
setelah diperbaharui malah jadi kurang menarik dan tidak mempermudah pencari pekerjaan malah mempersulit deh,1,negatif
Mudah mudahan dengan lewat aplikasi ini saya bisa mendapat kerja,5,positif
Mantap,5,positif
"capek bgtt dpt email dri Jobstreet klo lowongan yg di lamar dah tutup, PADAHAL GUA APPLY PAS DARI 1-2 HARI LOWONGAN ITU DI POSTING, dan udh sekian lama malah baru dpt info lowongan dah tutup, kacau, gmna sistem nya si ini, ga jelas, dpt kerjaan kagak, yg ada dpt INFO LOWONGAN UDH TUTUP DOANG, kayak ga di urusin ni App. payah",1,negatif
