content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average
"Dengan adanya jobstreet saya pribadi dan rekan2 sangat terbantu mendapatkan info lowongan pekerjaan yg kita cari,dan sesuai dengan jobdest kita,dan sudah ada yg mendapatkan pekerjaan..terima kasih jobstreet..maju terus dan berkarya",jobstreet pribadi rekan2 bantu info lowong kerja yg caridan sesuai jobdest kitadan yg pekerjaanterima kasih jobstreetmaju karya,positif,positif,positif,positif,positif
"Kembalikan ke versi lama,,,versi yg terbaru malah membingungkan penggunanya dan terlalu ribet utk penggunannya",kembali versi lamaversi yg baru bingung guna ribet utk gun,positif,negatif,negatif,positif,negatif
JOBSTREET BANYAK LOKER PENIPUAN YANG SUKA MINTA2 DUIT BUAT MASUK KERJA,jobstreet loker tipu suka minta2 duit masuk kerja,negatif,negatif,negatif,negatif,negatif
"Banyak loker yg kadaluarsa, kasian yg ngelamar kerjaan, posisi yg saya lamar, Uda 2 bulan Gk dihapus, padahal saya sudah kerja, dan perusahaan tidak mencari pekerja lagi di loker tersebut, Tapi malah dipost aja.. PAOK kali aplikasi nya, Gk update..",loker yg kadaluarsa kasi yg ngelamar kerja posisi yg lamar uda 2 gk hapus kerja usaha cari kerja loker dipost aja paok kali aplikasi nya gk update,negatif,negatif,negatif,negatif,negatif
Hasil Pencarian lowongan tidak sesuai dengan tujuan pencarian,hasil cari lowong sesuai tuju cari,negatif,positif,positif,negatif,positif
Sangat membantu utk mencari loker dan agar dipermudah lagi,bantu utk cari loker mudah,positif,positif,positif,positif,positif
Pemula,mula,negatif,negatif,negatif,negatif,positif
"Aplikasi jobstreet ini benar-benar membantu dalam mencari pekerjaan, saya sudah mengunakan aplikasi ini kurang lebih 7 tahun, dan sudah berhasil bekerja diperusahaan sehingga menjadikan pengalaman yang luar biasa. Sekarang giliran anda",aplikasi jobstreet benarbenar bantu cari kerja mengunakan aplikasi 7 hasil usaha jadi alam gilir,positif,positif,positif,positif,positif
"apk ini bodong/penipuan masa suru deposit buat kerja aja kudu bayar 800rb yg bener aja!! Buat temen"" jgn download apk ini penipuan.",apk bodongpenipuan suru deposit kerja aja kudu bayar 800rb yg bener aja temen jgn download apk tipu,positif,negatif,negatif,positif,negatif
Buruk,buruk,negatif,negatif,negatif,negatif,negatif
"Sangat membantu sekali buat para pengangguran,,,",bantu anggur,positif,positif,positif,positif,positif
Good,good,positif,positif,positif,positif,positif
"Aplikasi bagus selalu update pekerjaan, tetapi sangat di sayangkan setiap melamar pekerjaan, tetapi tidak pernah ada panggilan sekalipun, hanya dilihat perusahaan terus tiba tiba perusahaan nya tutup, begitu seterusnya. Padahal setiap lamaran yg saya kirim saya selalu revisi mulai dari CV saya dan surat lamaran saya, tetapi tidak ada panggilan sekalipun dari aplikasi ini. Terimakasih",aplikasi bagus update kerja sayang lamar kerja panggil usaha usaha nya tutup lamar yg kirim revisi cv surat lamar panggil aplikasi terimakasih,negatif,negatif,negatif,negatif,negatif
I can't log in to my account for 2 days now. How about I deleted the app and downloaded it again but still can't log in to my account?,i cant log in to my account for 2 days now how about i deleted the app and downloaded it again but still cant log in to my account,negatif,negatif,negatif,negatif,negatif
Oke,oke,positif,positif,positif,positif,positif
Good jobstreet membantu menyari pekerjaan yang sesuai pengalaman dan kreteria saya,good jobstreet bantu sari kerja sesuai alam kreteria,positif,positif,positif,positif,positif
Sering banget dapat kerjaan sesuai dengan kriteria kita dari aplikasi ini..,banget kerja sesuai kriteria aplikasi,positif,positif,positif,positif,positif
"Banyak penipuan, dapat panggilan kerja dari no. Tlp Columbia, denmark, rusia. Hrd nya an. CINDY Kok bisa sih, mereka dpt no. Hp Saya dari jobstreet, sedangkan profile saya di invisibility atau di hide???",tipu panggil kerja no tlp columbia denmark rusia hrd nya an cindy sih dpt no hp jobstreet profile invisibility hide,negatif,negatif,negatif,negatif,negatif
Sangat sangat .membantu,bantu,positif,positif,positif,positif,positif
Sangat membantu untuk mendapatkan pekerjaan yang di inginkan 👍,bantu kerja,positif,positif,positif,positif,positif
"Jangan install aplikasi ini, sekarang data aplikasi Jobstreet ini bocor. Tiap hari dicall nomor dari luar negeri dengan maksud penipuan. Hati hati",install aplikasi data aplikasi jobstreet bocor dicall nomor negeri maksud tipu hati hati,negatif,negatif,negatif,negatif,negatif
harus banget ya 2 aplikasi,banget ya 2 aplikasi,negatif,negatif,negatif,positif,positif
Kebanyakan lowongan nya fake Ga sesuai deskripsi Pt inilah itulah pas di cari mah ga ada tu PT Gampang bgt bikin lowongan palsu di jobstreet mah,banyak lowong nya fake ga sesuai deskripsi pt pas cari mah ga tu pt gampang bgt bikin lowong palsu jobstreet mah,negatif,negatif,negatif,negatif,negatif
Sangat mudah untuk mendapatkankan pekerjaan,mudah mendapatkankan kerja,positif,positif,positif,positif,positif
Kenapa di jobstreet banyak perusahaan palsu ya? Dapet email panggilan tapi pas di cek perusahaannya g jelas.,jobstreet usaha palsu ya dapet email panggil pas cek usaha g,negatif,negatif,negatif,negatif,negatif
"Bagus bgt, sangat mudah di pahami",bagus bgt mudah paham,positif,positif,positif,positif,positif
Kenapa ada loker yang harus dibuka pakai jobstreet express sih? Pas udah ngebuka pake jobstreet express bukannya buka aplikasi jobstreet express kok malah ke browser? Ini gak jelas kayak mana upload CV nya kalau kyk begini,loker buka pakai jobstreet express sih pas udah ngebuka pake jobstreet express buka aplikasi jobstreet express browser gak kayak upload cv nya kyk,negatif,negatif,negatif,negatif,negatif
"Kurang memuaskan karena dapat lowongan terus dan lamar terus, sudah melampirkan sertifikat, tapi nggak ada satupun yang manggil. Malah lowongannya dibuka lagi oleh pihak pencari kerja, terus nggak ada kabar lagi.",muas lowong lamar lampir sertifikat nggak satu manggil lowong buka cari kerja nggak kabar,positif,positif,negatif,positif,negatif
"Terimakasih aplikasi nya sudah upload banyak lowongan penipuan, terlebih bagian pabrik dan pergudangan ampir 80% penipuan tolong buat developer di seleksi dulu lowongan nya, sering dapat panggilan beda alamat pas di cari tau alamat tidak tertera",terimakasih aplikasi nya upload lowong tipu pabrik gudang ampir 80 tipu tolong developer seleksi lowong nya panggil beda alamat pas cari tau alamat tera,negatif,negatif,negatif,negatif,negatif
Coba lebih detail mengenai impormasi prusahaan,coba detail impormasi prusahaan,positif,positif,positif,positif,positif
"Bagus aplikasi pencarian kerjanya, ga ribet dan ga bikin bingung. Pernah dapet kerja juga dari sini. Oh ya, aplikasinya sebenarnya udh bagus, yg dulu lebih ga ribet apknya, berharap balik ke yg dlu sma ditambahin keterangan perusahaan + alamat kantor/outletnya ya biar ga bingung di mana perusahaan tersebut.",bagus aplikasi cari kerja ga ribet ga bikin bingung dapet kerja oh ya aplikasi udh bagus yg ga ribet apknya harap yg dlu sma ditambahin terang usaha alamat kantoroutletnya ya biar ga bingung usaha,positif,negatif,negatif,negatif,negatif
"Saya pengguna jobstreet sudah lama sekarang sudah dapat pekerjaan yang sesuai Yakali gak dapat kerjaan di jobstreet, rugi dong Sukses trus buat jobstreet dan semuanya thanks",guna jobstreet kerja sesuai yakali gak kerja jobstreet rugi sukses trus jobstreet thanks,positif,positif,positif,positif,positif
Good,good,positif,positif,positif,positif,positif
"untuk jobstreet ini sangat bagus membantu yang sedang mencari pekerjaan, saya sudah menggunakannya lebih dari 10 tahun, via website..",jobstreet bagus bantu cari kerja guna 10 via website,positif,positif,positif,positif,positif
Aplikasi terbaik yang membatu banget untuk pencari kerja,aplikasi baik batu banget cari kerja,positif,positif,positif,positif,positif
"Info lowongannya sangat jelas, detail, mudah, effective dan ada feedbacknya. Tq",info lowong detail mudah effective feedbacknya tq,positif,positif,positif,positif,positif
lina selalu setia membantu pekerjaan..,lina setia bantu kerja,positif,positif,positif,positif,positif
Sangat baik Jobstreet,jobstreet,positif,positif,positif,positif,positif
Bagus yang dulu,bagus,positif,positif,positif,positif,positif
Aplikasi yang sangat membantu,aplikasi bantu,positif,positif,positif,positif,positif
Dah lama pakai job seeker ini bagus,dah pakai job seeker bagus,positif,positif,positif,positif,positif
"Banyak pengalaman yang sangat membantu saat instal aplikasi ini, mencari pekerjaan jadi lebih mudah tanpa harus mengeluarkan banyak biaya , terima kasih jobstreet",alam bantu instal aplikasi cari kerja mudah keluar biaya terima kasih jobstreet,positif,positif,positif,positif,positif
"Aplikasi pencari kerja yang bagus, selalu dapet informasi lowongan terbaik, slalu berikan informasi lowongan kerja yg recommended , selalu terdepan trima kasih",aplikasi cari kerja bagus dapet informasi lowong baik slalu informasi lowong kerja yg recommended depan trima kasih,positif,positif,positif,positif,positif
Udah ok jobstreet cuma saran saya sih lebih d saring saring lagi masih banyak yg model2 penyalur gituu sih yg ujung2 nyaa jadi kekecewaan aja para peloker untuk apply nya gitu aj...,udah ok jobstreet saran sih d saring saring yg model2 salur gituu sih yg ujung2 nyaa kecewa aja peloker apply nya gitu aj,positif,negatif,negatif,positif,negatif
Mendapatkan informasi pekerjaan yang sangat akurat dan sangat membantu sekali buat yang mencari pekerjaan sesuai bidangnya .mantab bintang 5 lah,informasi kerja akurat bantu cari kerja sesuai bidang mantab bintang 5,positif,positif,positif,positif,positif
Sangat berharga,harga,positif,positif,positif,positif,positif
Di apk ini saya mendapat pekerjaan bagus. Terima kasih banyak atas kerja samanya. Semoga apk ini bermanfaat bagi yang lain untuk mencari pekerjaan. Semangat selamat berjuang. Dan di awali dengan doa',apk kerja bagus terima kasih kerja sama moga apk manfaat cari kerja semangat selamat juang awal doa,positif,positif,positif,positif,positif
"Aplikasi nya bermanfaat bangettt!! Fitur2 di jobstreet juga lengkap, kita bisa search job by daerah, kontrak kerja (part time,full time,etc), klasifikasi kerjaan smpai bisa ngatur rata2 mau gaji nya brapa jugaa... pokoknya satu aplikasi udah lengkap pake banget! Apalagi buat aku lulusan SMK dan butuh info loker yg gercep, jobstreet ini sering banget ngasih info2 loker via notif/gmail, dan yg paling aku suka itu notif info loker yg muncul itu pasti berhub sama kerjaan yg aku pingin!! 1000/10 🤩",aplikasi nya manfaat bangettt fitur2 jobstreet lengkap search job by daerah kontrak kerja part timefull timeetc klasifikasi kerja smpai ngatur rata2 gaji nya brapa jugaa pokok aplikasi udah lengkap pake banget lulus smk butuh info loker yg gercep jobstreet banget ngasih info2 loker via notifgmail yg suka notif info loker yg muncul berhub kerja yg pingin 100010,positif,positif,positif,positif,positif
Mantapppsss mempermudah pekerja dan pencari kerja,mantapppsss mudah kerja cari kerja,positif,positif,positif,positif,positif
Sangat bagus,bagus,positif,positif,positif,positif,positif
semoga menyenangkan,moga senang,positif,positif,positif,positif,positif
Nomer hp di ambil orang yang tidak bertanggung jawab.,nomer hp ambil orang tanggung,negatif,negatif,negatif,negatif,negatif
Good,good,positif,positif,positif,positif,positif
Apk yang sangat canggih mudah bagi kami untuk mendapatkan pekerjaan dengan lebih mudah dan smua ada di sini keren si baru tau ada apk sebagus ini si ayu coba sekarang juga broo...,apk canggih mudah kerja mudah smua keren si tau apk bagus si ayu coba broo,positif,positif,positif,positif,positif
Saya melamar disini tidak panggilan samasekali,lamar panggil samasekali,negatif,negatif,negatif,negatif,negatif
dengan aplokasi ini kita banyak 2 terima kasih,aplokasi 2 terima kasih,positif,positif,positif,positif,positif
Ok ko,ok ko,positif,positif,positif,positif,positif
Terpercaya,percaya,positif,positif,positif,positif,positif
Sangat membantu memudahkan mencari pekerjaan yg sesuai dengan jurusan atau yg kita sukai,bantu mudah cari kerja yg sesuai jurus yg suka,positif,positif,positif,positif,positif
Mantap,mantap,positif,positif,positif,positif,positif
"Dari tahun 2017 saya sudah mulai mencari pekerjaan melalui jobstreet dan hasil nya sangat membantu, selain jadi lebih hemat biaya akomodasi, saya pun bisa mencari info mengenai pekerjaan yg lebih luas dan sesuai dengan fashion saya..",2017 cari kerja jobstreet hasil nya bantu hemat biaya akomodasi cari info kerja yg luas sesuai fashion,positif,positif,positif,positif,positif
Aplikasi yang jelas dan update. Rekomen❤❤❤❤❤,aplikasi update rekomen,positif,negatif,negatif,positif,negatif
"Menurut saya aplikasi jobstreet ini sangat bagus sekali untuk pencari kerja banyak sekali lowongan apalagi buat fresh graduate,, yang belum sama sekali mempunyai pengalamn di dunia kerja, banyak lowongan tinggal kita cari aja yang terpenting CV kita menarik pasti di lirik HRD, Pokonya semangat terus buat GEN Z, semoga kita cepat"" dapat kerja'an yang terbaik di bidang nya masing"" semangat✊",aplikasi jobstreet bagus cari kerja lowong fresh graduate pengalamn dunia kerja lowong tinggal cari aja penting cv tarik lirik hrd poko semangat gen z moga cepat kerja baik bidang nya semangat,positif,positif,positif,positif,positif
Mntap buat pncari kerja. Lngsung bsa up load lmaran,mntap pncari kerja lngsung bsa up load lmaran,positif,positif,negatif,positif,positif
sangat membantu dalam mencari pekerjaan dan tips tips nya sangat menarik dan membantu banget,bantu cari kerja tips tips nya tarik bantu banget,positif,positif,positif,positif,positif
Jobsrreet the best,jobsrreet the best,positif,positif,positif,positif,positif
Menurut saya jobstreat sangat membantu saya dalam mencari informasi loket tpi ada beberapa yg belum saya mengerti dari metode melamar kerjanya supaya ada panggilan kerja,jobstreat bantu cari informasi loket tpi yg erti metode lamar kerja panggil kerja,positif,positif,positif,positif,positif
Boong,boong,negatif,negatif,positif,negatif,positif
Ini aplikasi sangat bermanpaat untuk mencari kerja dan gampang cepat ada panggilan good untu aplikasi ini tidak mengecewakan,aplikasi bermanpaat cari kerja gampang cepat panggil good untu aplikasi kecewa,positif,positif,positif,positif,positif
Bagus untuk para job seeker,bagus job seeker,positif,positif,positif,positif,positif
Setiap nyari lowker selalu disini dan Alhamdulillah sering keterima kerja jg disini,nyari lowker alhamdulillah terima kerja jg,positif,positif,positif,positif,positif
Sangat berguna sekali,guna,positif,positif,positif,positif,positif
Selalu dapat notif lowongan pekerjaan yang sesuai minat & bakat saya. Progress lowongan yang saya Apply selalu saya terima Report nya. Pokok nya Recommended banget,notif lowong kerja sesuai minat bakat progress lowong apply terima report nya pokok nya recommended banget,positif,positif,positif,positif,positif
Alhamdulillah dpt kerjaan dr aplikasi ini,alhamdulillah dpt kerja dr aplikasi,positif,positif,positif,positif,positif
Aplikasi nya bagus dan simple,aplikasi nya bagus simple,positif,positif,positif,positif,positif
Jobstreet is the best Loker app.. Thanks for all have done.. 🙏🏻👍👍,jobstreet is the best loker app thanks for all have done,positif,positif,positif,positif,positif
Sangat membantu,bantu,positif,positif,positif,positif,positif
"Apk. Bapuk dan tidak ada keuntungannya,...!!! kebanyakan aturan dan permintaan dari Apk. gw donlot 2 Apk. sudah banyak yg ada panggilannya😷😷",apk bapuk untung banyak atur minta apk gw donlot 2 apk yg panggil,negatif,negatif,negatif,negatif,negatif
Aplikasi sangat membantu... 2 kali masuk Kerja di 2 pt berbeda berkat aplikasi ini.. Terima kasih jobstret sukses selalu...,aplikasi bantu 2 kali masuk kerja 2 pt beda berkat aplikasi terima kasih jobstret sukses,positif,positif,positif,positif,positif
